CODCLI,ESPECIE,PORTE,IDADE
301723,CÃES,PEQUENO,FILHOTE
15899,CÃES|GATOS,PEQUENO|MÉDIO|GRANDE|GIGANTE,FILHOTE|ADULTO|SÊNIOR
329214,CÃES,PEQUENO,ADULTO
330516,CÃES,PEQUENO|MÉDIO|GRANDE,ADULTO
32893,CÃES,PEQUENO|MÉDIO|GRANDE,ADULTO|SÊNIOR
312881,CÃES|GATOS,PEQUENO|MÉDIO|GRANDE|GIGANTE,FILHOTE|ADULTO|SÊNIOR
329756,CÃES|GATOS,PEQUENO|MÉDIO|GRANDE|GIGANTE,FILHOTE|ADULTO|SÊNIOR
330313,CÃES|GATOS,PEQUENO|MÉDIO|GRANDE|GIGANTE,FILHOTE|ADULTO|SÊNIOR
55783,CÃES,PEQUENO|MÉDIO|GRANDE,ADULTO
14078,CÃES|GATOS,PEQUENO|MÉDIO|GRANDE|GIGANTE,FILHOTE|ADULTO|SÊNIOR
309463,CÃES|GATOS,PEQUENO|MÉDIO|GRANDE|GIGANTE,FILHOTE|ADULTO|SÊNIOR
312939,CÃES|GATOS,PEQUENO|MÉDIO|GRANDE|GIGANTE,FILHOTE|ADULTO|SÊNIOR
325339,CÃES|GATOS,PEQUENO|MÉDIO|GRANDE|GIGANTE,FILHOTE|ADULTO|SÊNIOR
310703,CÃES,PEQUENO|MÉDIO|GRANDE|GIGANTE,ADULTO
325414,CÃES|GATOS,PEQUENO|MÉDIO|GRANDE|GIGANTE,FILHOTE|ADULTO|SÊNIOR
266535,CÃES|GATOS,PEQUENO|MÉDIO|GRANDE|GIGANTE,FILHOTE|ADULTO|SÊNIOR
17394,CÃES,PEQUENO|MÉDIO|GRANDE,FILHOTE|ADULTO|SÊNIOR
309817,CÃES,PEQUENO|MÉDIO|GRANDE|GIGANTE,ADULTO
325111,CÃES,PEQUENO,ADULTO
332955,CÃES|GATOS,PEQUENO|MÉDIO|GRANDE,ADULTO|SÊNIOR
308095,CÃES|GATOS,PEQUENO|MÉDIO|GRANDE|GIGANTE,FILHOTE|ADULTO|SÊNIOR
409,CÃES|GATOS,PEQUENO|MÉDIO|GRANDE|GIGANTE,FILHOTE|ADULTO|SÊNIOR
331380,CÃES|GATOS,PEQUENO|MÉDIO|GRANDE|GIGANTE,FILHOTE|ADULTO|SÊNIOR
330168,CÃES,PEQUENO,FILHOTE|ADULTO|SÊNIOR
13320,CÃES|GATOS,PEQUENO|MÉDIO|GRANDE|GIGANTE,FILHOTE|ADULTO|SÊNIOR
16317,CÃES|GATOS,PEQUENO|MÉDIO|GRANDE|GIGANTE,FILHOTE|ADULTO|SÊNIOR
16607,CÃES,MÉDIO|GRANDE,ADULTO
25021,CÃES,MÉDIO|GRANDE,ADULTO
21350,GATOS,PEQUENO|MÉDIO|GRANDE|GIGANTE,FILHOTE|ADULTO|SÊNIOR
328340,CÃES|GATOS,PEQUENO|MÉDIO|GRANDE|GIGANTE,FILHOTE|ADULTO|SÊNIOR
318480,CÃES,PEQUENO|MÉDIO|GRANDE|GIGANTE,FILHOTE|ADULTO|SÊNIOR
333404,CÃES|GATOS,PEQUENO|MÉDIO|GRANDE|GIGANTE,FILHOTE|ADULTO|SÊNIOR
318108,CÃES|GATOS,PEQUENO|MÉDIO|GRANDE|GIGANTE,FILHOTE|ADULTO|SÊNIOR
333830,CÃES|GATOS,PEQUENO|MÉDIO|GRANDE|GIGANTE,FILHOTE|ADULTO|SÊNIOR
323606,CÃES|GATOS,PEQUENO|MÉDIO|GRANDE|GIGANTE,FILHOTE|ADULTO|SÊNIOR
55571,CÃES,PEQUENO|MÉDIO|GRANDE,ADULTO|SÊNIOR
16518,CÃES|GATOS,PEQUENO|MÉDIO|GRANDE|GIGANTE,FILHOTE|ADULTO|SÊNIOR
324341,CÃES|GATOS,PEQUENO|MÉDIO|GRANDE|GIGANTE,FILHOTE|ADULTO|SÊNIOR
20571,CÃES|GATOS,PEQUENO|MÉDIO|GRANDE,ADULTO|SÊNIOR
332259,GATOS,PEQUENO|MÉDIO|GRANDE,FILHOTE
328951,CÃES|GATOS,PEQUENO|MÉDIO|GRANDE|GIGANTE,FILHOTE|ADULTO|SÊNIOR
313885,CÃES|GATOS,PEQUENO|MÉDIO|GRANDE|GIGANTE,FILHOTE|ADULTO|SÊNIOR
56014,CÃES,PEQUENO|MÉDIO|GRANDE,FILHOTE|ADULTO|SÊNIOR
21107,CÃES,PEQUENO|MÉDIO|GRANDE|GIGANTE,FILHOTE|ADULTO|SÊNIOR
16220,CÃES,PEQUENO|MÉDIO|GRANDE,FILHOTE|ADULTO|SÊNIOR
17312,CÃES,PEQUENO|MÉDIO|GRANDE|GIGANTE,FILHOTE|ADULTO|SÊNIOR
330039,CÃES|GATOS,PEQUENO|MÉDIO|GRANDE|GIGANTE,FILHOTE|ADULTO|SÊNIOR
326397,CÃES,PEQUENO|MÉDIO|GRANDE,ADULTO
55957,CÃES|GATOS,PEQUENO|MÉDIO|GRANDE,ADULTO|SÊNIOR
323665,CÃES,PEQUENO|MÉDIO|GRANDE|GIGANTE,FILHOTE|ADULTO|SÊNIOR
16427,CÃES|GATOS,PEQUENO|MÉDIO|GRANDE|GIGANTE,FILHOTE|ADULTO|SÊNIOR
308653,CÃES|GATOS,PEQUENO|MÉDIO|GRANDE|GIGANTE,FILHOTE|ADULTO|SÊNIOR
62141,CÃES,PEQUENO|MÉDIO|GRANDE|GIGANTE,FILHOTE|ADULTO|SÊNIOR
327308,CÃES|GATOS,PEQUENO|MÉDIO|GRANDE|GIGANTE,FILHOTE|ADULTO|SÊNIOR
217,CÃES,PEQUENO|MÉDIO|GRANDE|GIGANTE,FILHOTE|ADULTO|SÊNIOR
314444,CÃES,PEQUENO|MÉDIO|GRANDE|GIGANTE,FILHOTE|ADULTO|SÊNIOR
19752,CÃES|GATOS,PEQUENO|MÉDIO|GRANDE|GIGANTE,FILHOTE|ADULTO|SÊNIOR
327133,CÃES|GATOS,MÉDIO|GRANDE|GIGANTE,FILHOTE|ADULTO|SÊNIOR
323526,CÃES|GATOS,PEQUENO|MÉDIO|GRANDE,ADULTO|SÊNIOR
323579,CÃES|GATOS,PEQUENO|MÉDIO|GRANDE,ADULTO|SÊNIOR
266402,CÃES,PEQUENO|MÉDIO|GRANDE,ADULTO
16898,CÃES,PEQUENO,ADULTO
22050,CÃES,PEQUENO,FILHOTE|ADULTO|SÊNIOR
270049,CÃES,PEQUENO,FILHOTE|ADULTO|SÊNIOR
22259,CÃES|GATOS,PEQUENO|MÉDIO|GRANDE,ADULTO|SÊNIOR
333435,CÃES,PEQUENO|MÉDIO|GRANDE|GIGANTE,ADULTO
22546,CÃES|GATOS,PEQUENO|MÉDIO|GRANDE|GIGANTE,FILHOTE|ADULTO|SÊNIOR
17237,GATOS,PEQUENO|MÉDIO|GRANDE|GIGANTE,ADULTO
320077,CÃES|GATOS|ROEDORES,PEQUENO|MÉDIO|GRANDE|GIGANTE,FILHOTE|ADULTO|SÊNIOR
18985,CÃES,PEQUENO|MÉDIO|GRANDE,ADULTO
267749,CÃES,PEQUENO|MÉDIO|GRANDE,FILHOTE|ADULTO|SÊNIOR
330273,CÃES|GATOS,PEQUENO|MÉDIO|GRANDE|GIGANTE,FILHOTE|ADULTO|SÊNIOR
331389,CÃES|GATOS,PEQUENO|MÉDIO|GRANDE|GIGANTE,FILHOTE|ADULTO|SÊNIOR
28702,CÃES|GATOS,PEQUENO|MÉDIO|GRANDE,ADULTO|SÊNIOR
15774,CÃES|GATOS,PEQUENO|MÉDIO|GRANDE|GIGANTE,FILHOTE|ADULTO|SÊNIOR
19012,CÃES|GATOS,PEQUENO|MÉDIO|GRANDE|GIGANTE,FILHOTE|ADULTO|SÊNIOR
315947,CÃES|GATOS,PEQUENO|MÉDIO|GRANDE|GIGANTE,FILHOTE|ADULTO|SÊNIOR
15741,CÃES,PEQUENO|MÉDIO|GRANDE|GIGANTE,ADULTO
302003,CÃES|GATOS,PEQUENO|MÉDIO|GRANDE|GIGANTE,FILHOTE|ADULTO|SÊNIOR
269693,CÃES,PEQUENO|MÉDIO|GRANDE,FILHOTE|ADULTO|SÊNIOR
318046,CÃES,PEQUENO|MÉDIO|GRANDE|GIGANTE,FILHOTE|ADULTO|SÊNIOR
16233,CÃES,PEQUENO|MÉDIO|GRANDE|GIGANTE,FILHOTE|ADULTO|SÊNIOR
18916,CÃES,PEQUENO|MÉDIO|GRANDE,FILHOTE|ADULTO|SÊNIOR
301444,CÃES|GATOS,PEQUENO|MÉDIO|GRANDE,ADULTO|SÊNIOR
25119,CÃES,PEQUENO|MÉDIO|GRANDE|GIGANTE,FILHOTE|ADULTO|SÊNIOR
319777,CÃES,PEQUENO|MÉDIO|GRANDE|GIGANTE,FILHOTE|ADULTO|SÊNIOR
318756,CÃES,PEQUENO|MÉDIO|GRANDE|GIGANTE,FILHOTE|ADULTO|SÊNIOR
315317,CÃES,PEQUENO|MÉDIO|GRANDE,FILHOTE|ADULTO|SÊNIOR
18388,CÃES,PEQUENO|MÉDIO|GRANDE|GIGANTE,FILHOTE|ADULTO|SÊNIOR
323738,CÃES,PEQUENO|MÉDIO|GRANDE|GIGANTE,FILHOTE|ADULTO|SÊNIOR
312244,CÃES,PEQUENO|MÉDIO|GRANDE|GIGANTE,FILHOTE|ADULTO|SÊNIOR
2476,CÃES,PEQUENO|MÉDIO|GRANDE|GIGANTE,FILHOTE|ADULTO|SÊNIOR
303238,CÃES,PEQUENO|MÉDIO|GRANDE|GIGANTE,FILHOTE|ADULTO|SÊNIOR
33879,CÃES,PEQUENO|MÉDIO|GRANDE|GIGANTE,FILHOTE|ADULTO|SÊNIOR
324472,CÃES,GRANDE|GIGANTE,FILHOTE|ADULTO|SÊNIOR
328009,GATOS,PEQUENO|MÉDIO|GRANDE,FILHOTE
330363,CÃES,PEQUENO,FILHOTE|ADULTO|SÊNIOR
18373,CÃES,PEQUENO|MÉDIO|GRANDE|GIGANTE,FILHOTE|ADULTO|SÊNIOR
316961,CÃES,PEQUENO|MÉDIO|GRANDE,FILHOTE
331107,CÃES|GATOS,PEQUENO|MÉDIO|GRANDE|GIGANTE,FILHOTE|ADULTO|SÊNIOR
330330,CÃES|GATOS,PEQUENO|MÉDIO|GRANDE|GIGANTE,FILHOTE|ADULTO|SÊNIOR
331543,CÃES,PEQUENO,FILHOTE|ADULTO|SÊNIOR
57671,CÃES|GATOS,PEQUENO|MÉDIO|GRANDE|GIGANTE,FILHOTE|ADULTO|SÊNIOR
333316,GATOS,PEQUENO|MÉDIO|GRANDE|GIGANTE,ADULTO
33571,CÃES,PEQUENO|MÉDIO|GRANDE|GIGANTE,FILHOTE|ADULTO|SÊNIOR
331033,CÃES,PEQUENO|MÉDIO|GRANDE|GIGANTE,FILHOTE|ADULTO|SÊNIOR
333044,CÃES|GATOS,PEQUENO|MÉDIO|GRANDE|GIGANTE,FILHOTE|ADULTO|SÊNIOR
17248,CÃES|GATOS,PEQUENO|MÉDIO|GRANDE|GIGANTE,FILHOTE|ADULTO|SÊNIOR
20675,CÃES,PEQUENO,ADULTO
328014,CÃES,PEQUENO,FILHOTE
16555,CÃES,PEQUENO,ADULTO
267186,CÃES,PEQUENO|MÉDIO|GRANDE,FILHOTE|ADULTO|SÊNIOR
33523,CÃES|GATOS,PEQUENO|MÉDIO|GRANDE|GIGANTE,FILHOTE|ADULTO|SÊNIOR
327384,CÃES,PEQUENO|MÉDIO|GRANDE|GIGANTE,FILHOTE|ADULTO|SÊNIOR
330984,CÃES|GATOS,PEQUENO|MÉDIO|GRANDE|GIGANTE,FILHOTE|ADULTO|SÊNIOR
55673,CÃES,PEQUENO|MÉDIO|GRANDE|GIGANTE,FILHOTE|ADULTO|SÊNIOR
319798,CÃES,PEQUENO|MÉDIO|GRANDE,FILHOTE|ADULTO|SÊNIOR
319065,CÃES,PEQUENO|MÉDIO|GRANDE,ADULTO|SÊNIOR
26025,CÃES,PEQUENO|MÉDIO|GRANDE|GIGANTE,FILHOTE|ADULTO|SÊNIOR
328721,CÃES|GATOS,PEQUENO|MÉDIO|GRANDE|GIGANTE,FILHOTE|ADULTO|SÊNIOR
329104,GATOS,PEQUENO|MÉDIO|GRANDE|GIGANTE,FILHOTE|ADULTO|SÊNIOR
333593,CÃES|GATOS,PEQUENO|MÉDIO|GRANDE|GIGANTE,FILHOTE|ADULTO|SÊNIOR
269863,CÃES,PEQUENO|MÉDIO|GRANDE,FILHOTE|ADULTO|SÊNIOR
324302,CÃES|GATOS,PEQUENO|MÉDIO|GRANDE|GIGANTE,FILHOTE|ADULTO|SÊNIOR
271218,CÃES,MÉDIO|GRANDE,FILHOTE|ADULTO|SÊNIOR
333933,CÃES,MÉDIO|GRANDE,FILHOTE|ADULTO|SÊNIOR
310191,CÃES,PEQUENO|MÉDIO|GRANDE,ADULTO
17325,CÃES,MÉDIO|GRANDE,FILHOTE|ADULTO|SÊNIOR
270356,CÃES|GATOS,PEQUENO|MÉDIO|GRANDE|GIGANTE,FILHOTE|ADULTO|SÊNIOR
324058,CÃES,PEQUENO|MÉDIO|GRANDE|GIGANTE,FILHOTE|ADULTO|SÊNIOR
19002,CÃES,PEQUENO|MÉDIO|GRANDE,FILHOTE|ADULTO|SÊNIOR
324299,CÃES,PEQUENO|MÉDIO|GRANDE|GIGANTE,FILHOTE|ADULTO|SÊNIOR
330788,CÃES,PEQUENO|MÉDIO|GRANDE,ADULTO|SÊNIOR
313762,GATOS,PEQUENO|MÉDIO|GRANDE,ADULTO|SÊNIOR
314715,GATOS,PEQUENO|MÉDIO|GRANDE|GIGANTE,FILHOTE|ADULTO|SÊNIOR
309103,CÃES,MÉDIO,FILHOTE|ADULTO|SÊNIOR
268426,CÃES,PEQUENO|MÉDIO|GRANDE|GIGANTE,FILHOTE|ADULTO|SÊNIOR
61716,CÃES,PEQUENO|MÉDIO|GRANDE,ADULTO
3549,CÃES,PEQUENO|MÉDIO|GRANDE,FILHOTE|ADULTO|SÊNIOR
319268,CÃES,PEQUENO|MÉDIO|GRANDE|GIGANTE,FILHOTE|ADULTO|SÊNIOR
271242,CÃES,PEQUENO|MÉDIO|GRANDE,ADULTO|SÊNIOR
317752,CÃES|GATOS,PEQUENO|MÉDIO|GRANDE|GIGANTE,FILHOTE|ADULTO|SÊNIOR
326085,CÃES,PEQUENO|MÉDIO|GRANDE,FILHOTE|ADULTO|SÊNIOR
328731,CÃES,PEQUENO|MÉDIO|GRANDE,ADULTO|SÊNIOR
57479,CÃES,PEQUENO|MÉDIO|GRANDE,ADULTO|SÊNIOR
328755,CÃES,PEQUENO|MÉDIO|GRANDE,ADULTO|SÊNIOR
328913,CÃES,PEQUENO|MÉDIO|GRANDE|GIGANTE,FILHOTE|ADULTO|SÊNIOR
30402,CÃES,PEQUENO|MÉDIO|GRANDE,ADULTO
329594,CÃES,PEQUENO|MÉDIO|GRANDE,ADULTO|SÊNIOR
328529,CÃES,PEQUENO|MÉDIO|GRANDE|GIGANTE,FILHOTE|ADULTO|SÊNIOR
18408,CÃES,PEQUENO|MÉDIO|GRANDE,ADULTO
18328,CÃES,PEQUENO|MÉDIO|GRANDE,ADULTO|SÊNIOR
313882,CÃES,PEQUENO,ADULTO
25390,CÃES|GATOS,PEQUENO|MÉDIO|GRANDE|GIGANTE,FILHOTE|ADULTO|SÊNIOR
13654,CÃES,PEQUENO,FILHOTE|ADULTO|SÊNIOR
305852,CÃES,PEQUENO|MÉDIO|GRANDE,FILHOTE|ADULTO|SÊNIOR
314199,CÃES|GATOS,PEQUENO|MÉDIO|GRANDE,ADULTO|SÊNIOR
270122,CÃES|GATOS,PEQUENO|MÉDIO|GRANDE,FILHOTE|ADULTO|SÊNIOR
319906,CÃES|GATOS,PEQUENO|MÉDIO|GRANDE,ADULTO|SÊNIOR
308764,CÃES,PEQUENO,ADULTO
324865,CÃES|GATOS,PEQUENO|MÉDIO|GRANDE,ADULTO|SÊNIOR
309272,CÃES|GATOS,PEQUENO|MÉDIO|GRANDE,ADULTO|SÊNIOR
327527,CÃES|GATOS,PEQUENO|MÉDIO|GRANDE,ADULTO|SÊNIOR
328860,CÃES|GATOS,PEQUENO|MÉDIO|GRANDE,ADULTO|SÊNIOR
329148,CÃES|GATOS,PEQUENO|MÉDIO|GRANDE,ADULTO|SÊNIOR
323551,CÃES,PEQUENO|MÉDIO|GRANDE|GIGANTE,ADULTO
306164,CÃES,PEQUENO,ADULTO|SÊNIOR
331735,CÃES|GATOS,PEQUENO,ADULTO
333712,CÃES,PEQUENO|MÉDIO|GRANDE|GIGANTE,FILHOTE|ADULTO|SÊNIOR
333844,CÃES|GATOS,PEQUENO|MÉDIO|GRANDE,ADULTO|SÊNIOR
319677,CÃES,PEQUENO|MÉDIO|GRANDE,ADULTO|SÊNIOR
331976,CÃES,PEQUENO,FILHOTE
62127,CÃES|GATOS,PEQUENO,ADULTO|SÊNIOR
55474,CÃES,PEQUENO|MÉDIO|GRANDE,ADULTO|SÊNIOR
271454,CÃES|GATOS,PEQUENO|MÉDIO|GRANDE,ADULTO|SÊNIOR
319854,CÃES,PEQUENO|MÉDIO|GRANDE,ADULTO|SÊNIOR
32739,CÃES|GATOS,PEQUENO|MÉDIO|GRANDE,ADULTO|SÊNIOR
320388,CÃES|GATOS,PEQUENO|MÉDIO|GRANDE,ADULTO|SÊNIOR
19030,SEM ESPÉCIE,SEM PORTE,SEM IDADE
15492,CÃES,PEQUENO|MÉDIO|GRANDE|GIGANTE,FILHOTE|ADULTO|SÊNIOR
309881,CÃES|GATOS,PEQUENO|MÉDIO|GRANDE,ADULTO|SÊNIOR
16120,CÃES|GATOS,PEQUENO,ADULTO
329844,CÃES,PEQUENO|MÉDIO|GRANDE|GIGANTE,FILHOTE
331170,GATOS,PEQUENO|MÉDIO|GRANDE|GIGANTE,ADULTO
330979,CÃES|GATOS,PEQUENO|MÉDIO|GRANDE,ADULTO|SÊNIOR
62445,CÃES,PEQUENO|MÉDIO|GRANDE,ADULTO|SÊNIOR
270808,CÃES,PEQUENO|MÉDIO|GRANDE,ADULTO|SÊNIOR
320262,CÃES,PEQUENO|MÉDIO|GRANDE,ADULTO|SÊNIOR
305361,CÃES,PEQUENO|MÉDIO|GRANDE|GIGANTE,FILHOTE|ADULTO|SÊNIOR
308771,CÃES|GATOS,PEQUENO|MÉDIO|GRANDE,FILHOTE|ADULTO|SÊNIOR
63149,CÃES,PEQUENO|MÉDIO|GRANDE,ADULTO|SÊNIOR
55575,CÃES,GRANDE,ADULTO|SÊNIOR
308519,CÃES|GATOS,PEQUENO|MÉDIO|GRANDE|GIGANTE,FILHOTE|ADULTO|SÊNIOR
266562,CÃES|GATOS,PEQUENO|MÉDIO|GRANDE|GIGANTE,FILHOTE|ADULTO|SÊNIOR
19008,CÃES,PEQUENO|MÉDIO|GRANDE,ADULTO|SÊNIOR
270332,CÃES|GATOS,PEQUENO|MÉDIO|GRANDE,ADULTO|SÊNIOR
309484,CÃES,PEQUENO|MÉDIO|GRANDE|GIGANTE,FILHOTE|ADULTO|SÊNIOR
14226,CÃES,PEQUENO,ADULTO
313132,CÃES,GRANDE,ADULTO
313281,CÃES,MÉDIO|GRANDE,FILHOTE|ADULTO|SÊNIOR
55857,CÃES,PEQUENO|MÉDIO|GRANDE,FILHOTE|ADULTO|SÊNIOR
324660,CÃES,PEQUENO|MÉDIO|GRANDE,FILHOTE|ADULTO|SÊNIOR
310393,CÃES,PEQUENO|MÉDIO|GRANDE,FILHOTE|ADULTO|SÊNIOR
327687,CÃES,PEQUENO|MÉDIO|GRANDE,ADULTO|SÊNIOR
321479,CÃES,PEQUENO,ADULTO
329144,CÃES,PEQUENO|MÉDIO|GRANDE,ADULTO|SÊNIOR
328660,CÃES,PEQUENO|MÉDIO|GRANDE,FILHOTE|ADULTO|SÊNIOR
6662,CÃES,MÉDIO|GRANDE,ADULTO
21636,CÃES,PEQUENO|MÉDIO|GRANDE|GIGANTE,FILHOTE|ADULTO|SÊNIOR
318315,CÃES,PEQUENO|MÉDIO|GRANDE,ADULTO
305843,CÃES,PEQUENO|MÉDIO|GRANDE|GIGANTE,FILHOTE|ADULTO|SÊNIOR
58312,CÃES,PEQUENO|MÉDIO,FILHOTE|ADULTO|SÊNIOR
13244,CÃES,PEQUENO|MÉDIO|GRANDE,FILHOTE
62125,CÃES,PEQUENO|MÉDIO,FILHOTE|ADULTO|SÊNIOR
319560,CÃES,PEQUENO|MÉDIO|GRANDE|GIGANTE,FILHOTE|ADULTO|SÊNIOR
314983,CÃES,PEQUENO,ADULTO
319921,CÃES,PEQUENO|MÉDIO|GRANDE,ADULTO|SÊNIOR
61771,CÃES,PEQUENO|MÉDIO|GRANDE,ADULTO
308176,CÃES,PEQUENO|MÉDIO,ADULTO|SÊNIOR
309617,CÃES,PEQUENO|MÉDIO|GRANDE,FILHOTE
268516,CÃES,PEQUENO|MÉDIO,FILHOTE|ADULTO|SÊNIOR
19250,GATOS,PEQUENO|MÉDIO|GRANDE|GIGANTE,ADULTO
321019,CÃES,PEQUENO|MÉDIO|GRANDE|GIGANTE,FILHOTE|ADULTO|SÊNIOR
17391,CÃES,PEQUENO|MÉDIO|GRANDE|GIGANTE,FILHOTE|ADULTO|SÊNIOR
58530,CÃES,PEQUENO|MÉDIO|GRANDE,FILHOTE|ADULTO|SÊNIOR
321248,CÃES,MÉDIO,FILHOTE|ADULTO|SÊNIOR
323808,CÃES,PEQUENO|MÉDIO|GRANDE|GIGANTE,FILHOTE|ADULTO|SÊNIOR
302163,CÃES,PEQUENO|MÉDIO|GRANDE|GIGANTE,FILHOTE|ADULTO|SÊNIOR
317079,CÃES,PEQUENO|MÉDIO|GRANDE,ADULTO
324824,CÃES,PEQUENO|MÉDIO|GRANDE|GIGANTE,FILHOTE|ADULTO|SÊNIOR
324720,CÃES|GATOS,PEQUENO|MÉDIO|GRANDE|GIGANTE,FILHOTE|ADULTO|SÊNIOR
308133,CÃES,PEQUENO|MÉDIO,FILHOTE|ADULTO|SÊNIOR
325086,CÃES,PEQUENO|MÉDIO,FILHOTE|ADULTO|SÊNIOR
266890,CÃES,PEQUENO|MÉDIO|GRANDE|GIGANTE,FILHOTE|ADULTO|SÊNIOR
55833,CÃES,MÉDIO|GRANDE|GIGANTE,FILHOTE|ADULTO|SÊNIOR
325150,CÃES,PEQUENO|MÉDIO|GRANDE|GIGANTE,FILHOTE|ADULTO|SÊNIOR
323663,CÃES,PEQUENO,FILHOTE|ADULTO|SÊNIOR
18506,CÃES,PEQUENO|MÉDIO|GRANDE|GIGANTE,FILHOTE|ADULTO|SÊNIOR
16573,CÃES,PEQUENO,ADULTO
12353,GATOS,PEQUENO|MÉDIO|GRANDE|GIGANTE,ADULTO
313225,CÃES,PEQUENO|MÉDIO|GRANDE,FILHOTE|ADULTO|SÊNIOR
325766,CÃES,PEQUENO|MÉDIO,FILHOTE|ADULTO|SÊNIOR
16008,CÃES,PEQUENO|MÉDIO,FILHOTE|ADULTO|SÊNIOR
25383,CÃES,PEQUENO,FILHOTE
325776,CÃES,PEQUENO|MÉDIO,FILHOTE|ADULTO|SÊNIOR
325756,CÃES,PEQUENO|MÉDIO|GRANDE,FILHOTE
325727,CÃES,PEQUENO|MÉDIO|GRANDE|GIGANTE,FILHOTE|ADULTO|SÊNIOR
326025,CÃES,PEQUENO,FILHOTE|ADULTO|SÊNIOR
325503,CÃES,PEQUENO|MÉDIO,FILHOTE|ADULTO|SÊNIOR
28491,GATOS,PEQUENO|MÉDIO|GRANDE|GIGANTE,ADULTO
310235,CÃES,PEQUENO|MÉDIO|GRANDE,FILHOTE|ADULTO|SÊNIOR
326194,CÃES,MÉDIO|GRANDE,FILHOTE|ADULTO|SÊNIOR
325004,CÃES,PEQUENO|MÉDIO,FILHOTE
317472,CÃES,MÉDIO|GRANDE,FILHOTE|ADULTO|SÊNIOR
302876,CÃES,PEQUENO|MÉDIO|GRANDE,FILHOTE
26079,CÃES,PEQUENO|MÉDIO|GRANDE,FILHOTE|ADULTO|SÊNIOR
325659,CÃES,PEQUENO,FILHOTE|ADULTO|SÊNIOR
325784,CÃES,PEQUENO,ADULTO
326690,CÃES,PEQUENO,FILHOTE|ADULTO|SÊNIOR
17601,CÃES,PEQUENO|MÉDIO|GRANDE,FILHOTE|ADULTO|SÊNIOR
295168,CÃES,PEQUENO|MÉDIO|GRANDE,FILHOTE|ADULTO|SÊNIOR
312760,CÃES,PEQUENO,FILHOTE
308240,CÃES,PEQUENO,FILHOTE|ADULTO|SÊNIOR
328248,CÃES,PEQUENO|MÉDIO|GRANDE,ADULTO|SÊNIOR
267619,CÃES|GATOS,PEQUENO|MÉDIO|GRANDE|GIGANTE,FILHOTE|ADULTO|SÊNIOR
328532,CÃES,PEQUENO,FILHOTE|ADULTO|SÊNIOR
328609,CÃES,PEQUENO,ADULTO
328857,CÃES|GATOS,PEQUENO|MÉDIO|GRANDE|GIGANTE,FILHOTE|ADULTO|SÊNIOR
305783,CÃES,PEQUENO,FILHOTE|ADULTO|SÊNIOR
58305,CÃES,PEQUENO|MÉDIO|GRANDE,FILHOTE|ADULTO|SÊNIOR
314954,CÃES,PEQUENO|MÉDIO|GRANDE,FILHOTE|ADULTO|SÊNIOR
313968,CÃES,PEQUENO|MÉDIO,FILHOTE
326389,CÃES,PEQUENO|MÉDIO|GRANDE|GIGANTE,FILHOTE|ADULTO|SÊNIOR
17650,CÃES|GATOS,PEQUENO|MÉDIO|GRANDE,ADULTO|SÊNIOR
329147,CÃES,PEQUENO|MÉDIO|GRANDE|GIGANTE,FILHOTE|ADULTO|SÊNIOR
267712,CÃES,PEQUENO,FILHOTE|ADULTO|SÊNIOR
26223,CÃES,GRANDE,ADULTO
26193,GATOS,PEQUENO|MÉDIO|GRANDE,FILHOTE|ADULTO|SÊNIOR
324658,CÃES,PEQUENO|MÉDIO|GRANDE,FILHOTE|ADULTO|SÊNIOR
32609,CÃES,PEQUENO|MÉDIO|GRANDE,FILHOTE|ADULTO|SÊNIOR
46,CÃES,PEQUENO|MÉDIO|GRANDE,FILHOTE|ADULTO|SÊNIOR
331252,CÃES,PEQUENO|MÉDIO,FILHOTE|ADULTO|SÊNIOR
268209,CÃES,PEQUENO|MÉDIO,FILHOTE|ADULTO|SÊNIOR
328993,CÃES,PEQUENO|MÉDIO|GRANDE|GIGANTE,ADULTO
312320,CÃES,PEQUENO|MÉDIO|GRANDE,FILHOTE|ADULTO|SÊNIOR
329897,CÃES,PEQUENO|MÉDIO,FILHOTE|ADULTO|SÊNIOR
333288,CÃES,PEQUENO|MÉDIO,ADULTO
33690,CÃES,PEQUENO|MÉDIO|GRANDE,ADULTO
334295,CÃES,PEQUENO|MÉDIO,FILHOTE
333307,CÃES,PEQUENO|MÉDIO,FILHOTE|ADULTO|SÊNIOR
314350,CÃES,MÉDIO|GRANDE|GIGANTE,FILHOTE|ADULTO|SÊNIOR
318492,CÃES,PEQUENO|MÉDIO|GRANDE,ADULTO
319052,CÃES,MÉDIO|GRANDE|GIGANTE,ADULTO|SÊNIOR
310247,CÃES,MÉDIO|GRANDE|GIGANTE,FILHOTE|ADULTO|SÊNIOR
14472,CÃES,PEQUENO|MÉDIO|GRANDE,FILHOTE|ADULTO|SÊNIOR
24694,CÃES,PEQUENO|MÉDIO|GRANDE,FILHOTE|ADULTO|SÊNIOR
309821,CÃES,PEQUENO|MÉDIO|GRANDE,FILHOTE|ADULTO|SÊNIOR
14195,CÃES,MÉDIO|GRANDE|GIGANTE,FILHOTE|ADULTO|SÊNIOR
324487,CÃES,MÉDIO|GRANDE|GIGANTE,FILHOTE|ADULTO|SÊNIOR
313786,CÃES,MÉDIO,ADULTO
320713,CÃES,PEQUENO|MÉDIO|GRANDE|GIGANTE,FILHOTE|ADULTO|SÊNIOR
